Date,Open,High,Low,Close,Volume
2022/3/16,111.35096,111.428703,108.86953,110.310234,616556664
2022/3/15,106.976494,111.365395,106.008858,111.359192,977477844
2022/3/14,105.665863,108.434235,102.769775,106.988571,713675630
2022/3/13,102.111214,105.776672,101.501625,105.673653,743010065
2022/3/12,105.812271,107.201889,101.904175,102.114799,535011513
2022/3/11,104.96476,107.766373,104.807281,105.832397,536251476
2022/3/10,102.649483,106.566574,100.503815,104.965355,764305866
2022/3/9,106.934196,106.972275,100.669655,102.65551,814685365
2022/3/8,100.621696,109.04586,100.621696,106.942093,812074655
2022/3/7,98.861572,102.160332,98.499702,100.617645,699527175
2022/3/6,101.595879,103.662041,97.236954,98.869263,756482342
2022/3/5,104.980621,105.609085,101.545616,101.593918,563304861
2022/3/4,101.408401,105.35141,100.218079,104.977188,548783174
2022/3/3,111.412834,112.356232,100.207321,101.3918,930473366
2022/3/2,110.356354,112.503716,108.962349,111.352119,905649306
2022/3/1,112.540298,114.243759,109.672516,110.351357,838169853
2022/2/28,113.476082,115.579834,110.730995,112.544044,951568702
2022/2/27,103.100426,113.474579,102.227425,113.474579,930577763
2022/2/26,108.237144,109.875175,102.353508,103.105598,706861756
2022/2/25,109.264053,113.239258,107.205536,108.24366,773091210
2022/2/24,104.234917,110.33593,102.055801,109.266312,903266080
2022/2/23,105.94165,106.20594,92.61261,104.230492,1676181000
2022/2/22,107.518753,110.810776,105.790092,105.96595,740588315
2022/2/21,103.430824,107.606499,101.271523,107.522797,902125484
2022/2/20,110.835167,114.312294,103.379593,103.450493,980192105
2022/2/19,115.707825,115.707825,109.148178,110.832039,736479992
2022/2/18,115.193977,116.988869,113.672958,115.709007,686244892
2022/2/17,116.333084,121.543068,114.923218,115.19709,1205742846
2022/2/16,128.10466,128.731415,115.714455,116.302414,938120691
2022/2/15,131.760529,131.767441,126.021027,128.160843,715637001
2022/2/14,124.792793,132.111908,124.238022,131.762619,783234535
2022/2/13,126.134789,126.637764,122.243599,124.800056,712457600
2022/2/12,126.670776,128.642899,124.219948,126.204216,688706404
2022/2/11,126.012909,127.580345,122.203751,126.683678,832593853
2022/2/10,135.09285,135.09285,125.370247,126.031158,1080587719
2022/2/9,140.173904,143.232895,135.088394,135.088394,1276403767
2022/2/8,133.962173,140.785202,132.814331,140.1716,1036393461
2022/2/7,137.142395,142.353867,130.998077,133.991241,1373203815
2022/2/6,127.444656,139.243393,125.560707,137.107391,1131143500
2022/2/5,121.91935,127.445503,121.427155,127.445503,782675364
2022/2/4,120.923294,123.394882,119.245705,121.91674,736360985
2022/2/3,110.2911,120.922211,109.00499,120.918037,953726676
2022/2/2,108.534653,110.287003,106.417969,110.287003,683428425
2022/2/1,115.404503,115.882263,108.436996,108.556023,743395485
2022/1/31,109.589439,116.365822,108.664413,115.402,824048434
2022/1/30,108.799171,110.989403,105.020073,109.5877,691404381
2022/1/29,110.830025,112.042725,107.720047,108.799858,537737428
2022/1/28,109.431198,111.854065,108.312485,110.823677,592402655
2022/1/27,106.927483,109.839325,105.818733,109.432732,683706404
2022/1/26,107.26136,109.468987,103.784393,106.953514,825647673
2022/1/25,108.062302,115.783005,105.849983,107.282181,1064088735
2022/1/24,109.592476,109.682343,106.339424,108.066376,909091096
2022/1/23,112.100815,112.194672,98.665222,109.591599,1645918728
2022/1/22,108.462196,112.394455,106.599419,112.089508,1135598050
2022/1/21,114.423241,116.679092,99.761009,108.428497,2098519931
2022/1/20,130.392288,130.824646,112.42588,114.391869,1680709016
2022/1/19,136.896774,142.531723,130.361191,130.365005,706911161
2022/1/18,141.88826,142.826355,133.737976,136.916702,926249070
2022/1/17,151.6539,152.90213,139.51915,141.890762,1278790664
2022/1/16,146.534836,153.142883,145.170181,151.667267,1608309071
2022/1/15,147.932266,148.780289,144.254471,146.533203,756580688
2022/1/14,144.720245,149.921448,144.457947,147.937408,1001838786
2022/1/13,136.646927,146.021194,136.363022,144.724915,1204657825
2022/1/12,141.736862,142.04924,135.361694,136.63652,886433982
2022/1/11,131.554688,141.740128,131.272812,141.737198,881585292
2022/1/10,126.82605,133.20668,126.28759,131.544983,834900749
2022/1/9,131.303879,131.51532,122.628685,126.833824,1097888042
2022/1/8,130.137344,132.477173,128.808777,131.298325,710682825
2022/1/7,131.494843,134.62915,126.747589,130.137482,1002118315
2022/1/6,136.491867,136.525772,128.080902,131.488449,1364180297
2022/1/5,136.077316,137.750534,133.31514,136.503784,1136595284
2022/1/4,146.811295,149.545227,132.100754,136.089111,1304198400
2022/1/3,148.467773,151.332062,146.563065,146.812286,789511706
2022/1/2,151.263397,151.263397,146.674194,148.461594,755658603
2022/1/1,150.685303,152.936035,148.663101,151.255493,680239631
2021/12/31,146.536865,150.751999,146.45694,150.697433,691648227
2021/12/30,148.209534,152.251694,144.559738,146.51474,1051011688
2021/12/29,145.585709,149.870926,143.23793,148.286011,838034968
2021/12/28,145.936813,150.609344,144.575195,145.512619,1081715291
2021/12/27,155.982071,155.982071,145.176743,145.886871,1315031071
2021/12/26,155.884995,161.080704,154.733643,155.881226,1057977478
2021/12/25,157.773712,158.342773,153.332977,155.99234,1248012717
2021/12/24,161.490829,163.699158,157.785599,157.785599,959492046
2021/12/23,163.552475,166.692398,160.672012,161.421036,1085980228
2021/12/22,155.53894,165.081543,153.581482,163.449493,1337153835
2021/12/21,155.033981,159.980835,153.370209,155.467499,1111879486
2021/12/20,152.505615,156.410202,149.45192,154.927094,1053723085
2021/12/19,153.260483,157.303574,145.535553,152.628677,1590290392
2021/12/18,148.71048,160.164978,147.891846,153.077637,1587190278
2021/12/17,144.264786,150.207886,143.173187,148.801407,782184567
2021/12/16,148.980377,150.348465,142.025726,144.338409,973529667
2021/12/15,153.510849,156.616104,148.710831,148.941727,1001741958
2021/12/14,150.611298,154.86322,142.096558,153.515411,1356025651
2021/12/13,144.622055,151.633057,143.422577,146.078003,1150775410
2021/12/12,159.354431,160.088211,143.166946,144.535904,1097150357
2021/12/11,157.925339,162.485016,153.610352,159.203964,870576845
2021/12/10,148.741959,159.41301,146.495468,158.041916,1207041548
2021/12/9,151.75444,159.712799,148.220535,148.598297,1344733451
2021/12/8,164.959274,166.937332,151.795303,151.795303,1373978010
2021/12/7,162.042221,169.355865,156.885666,165.223465,1705972971
2021/12/6,161.783752,165.455688,158.706085,162.292862,1510598217
2021/12/5,156.511353,164.308563,141.773041,161.88652,1959778935
2021/12/4,162.957245,165.017883,149.273392,156.40979,1952282406
2021/12/3,188.348557,189.431015,132.054291,163.052704,3667491155
2021/12/2,203.568359,207.636307,182.541748,188.099716,1805361744
2021/12/1,208.895142,209.887741,200.594498,203.489624,1523272322
2021/11/30,207.636612,217.506332,205.805603,208.971252,1739548260
2021/11/29,205.733047,218.339645,198.146255,208.014542,2122547294
2021/11/28,199.590988,209.291626,195.754562,205.870209,1784850980
2021/11/27,195.414597,199.871216,184.106033,199.354218,1712282909
2021/11/26,195.557861,200.845459,191.198303,195.174423,1406618152
2021/11/25,222.91037,224.862015,190.84671,194.874649,2690646017
2021/11/24,212.233459,229.645203,210.924103,215.634979,1953190727
2021/11/23,216.362534,217.84108,206.516922,209.806595,1884041986
2021/11/22,209.313446,218.425842,205.916962,216.388977,1944651936
2021/11/21,221.718384,221.829208,205.910538,209.15802,2030965166
2021/11/20,226.940842,230.323166,220.058441,221.771942,1787880756
2021/11/19,218.118835,227.618835,213.793884,227.079605,2134869389
2021/11/18,204.151947,220.947159,200.107254,218.13858,2357308403
2021/11/17,229.753036,232.060913,200.688019,204.422913,3104667090
2021/11/16,230.643829,234.970871,221.847031,229.504105,2863410681
2021/11/15,263.305054,263.305054,224.916748,230.599426,4031751969
2021/11/14,279.240936,280.728241,259.988373,262.763397,2797322397
2021/11/13,257.9888,279.22168,249.107986,278.007507,3230589098
2021/11/12,251.19339,263.680817,245.507431,258.093201,2964986959
2021/11/11,262.605072,281.947388,244.248352,251.558365,4974432912
2021/11/10,260.891754,273.751923,251.605408,263.0867,3957519255
2021/11/9,262.158417,294.562866,254.387207,261.26297,7776726430
2021/11/8,228.876678,274.277527,227.1017,262.906708,7006560647
2021/11/7,202.302353,229.480408,202.302353,228.696198,3069524134
2021/11/6,197.897263,202.427902,197.354599,202.051315,1368484091
2021/11/5,199.298004,201.103394,191.835876,197.866364,1562585003
2021/11/4,202.951843,203.239166,197.132355,199.537933,1691201016
2021/11/3,207.283096,207.283096,197.333054,202.967987,2297111488
2021/11/2,200.718933,209.023285,197.854935,207.110138,2526891232
2021/11/1,197.625671,204.241562,195.238403,200.724686,2197205823
2021/10/31,192.045029,200.49144,188.389648,197.554993,2301982951
2021/10/30,190.443848,194.932236,187.331711,191.816376,2072793808
2021/10/29,196.424026,197.02652,188.016357,190.482346,2152582091
2021/10/28,189.909271,197.901917,188.797836,196.344711,2323635618
2021/10/27,179.328629,194.41095,178.429443,189.977631,2629059101
2021/10/26,197.551788,204.652451,174.113342,179.334122,3305908613
2021/10/25,195.364334,198.976578,190.971832,197.468872,2152699224
2021/10/24,190.570648,197.39595,189.875626,195.299561,2117515772
2021/10/23,196.461807,199.450806,185.718872,190.905685,1964457059
2021/10/22,190.988831,197.445297,189.375839,196.309509,1909421304
2021/10/21,196.945007,201.319595,188.530334,190.822281,2250306566
2021/10/20,207.328445,214.021576,196.402298,196.869186,2819160222
2021/10/19,188.867249,208.833359,185.981781,206.870789,2998361011
2021/10/18,185.623901,191.053864,183.95369,188.939819,2468334299
2021/10/17,183.801147,187.111649,179.230377,185.556747,2735635061
2021/10/16,186.029968,187.797211,178.024353,183.73053,2557228667
2021/10/15,189.498306,192.171783,185.430481,186.189301,2812657145
2021/10/14,181.000214,192.364761,176.94957,188.814133,3361284929
2021/10/13,177.544495,185.91507,177.16391,180.118393,2669021002
2021/10/12,172.65509,179.439102,168.024796,177.628326,2648806965
2021/10/11,179.447281,179.447281,167.444839,172.79776,3014739916
2021/10/10,175.109528,185.082504,173.733109,179.426056,3155773236
2021/10/9,179.779053,183.83078,174.625977,175.318573,2933958270
2021/10/8,175.839157,182.589645,175.062622,179.658661,3261336754
2021/10/7,178.613983,182.862839,174.971405,175.972382,3235639420
2021/10/6,178.683075,186.700287,173.765121,178.771729,3653828647
2021/10/5,173.89476,182.716599,164.392731,178.705673,3434445937
2021/10/4,167.539154,175.232773,166.921494,173.891083,2779608244
2021/10/3,170.602402,170.759079,162.345032,167.540146,2809356425
2021/10/2,169.168259,174.695221,166.113647,170.60997,3020051826
2021/10/1,166.21225,172.634521,164.80014,169.258926,2954252473
2021/9/30,153.293655,168.005707,151.592651,166.132202,3075986940
2021/9/29,144.85376,154.197128,144.171341,153.147995,2490894083
2021/9/28,140.672012,149.663528,140.145157,144.918625,2611872987
2021/9/27,145.220261,148.447052,140.370895,140.597122,2716268316
2021/9/26,150.863251,154.825043,145.27652,145.349579,2675737537
2021/9/25,151.185623,153.40535,142.547455,150.640869,3285914022
2021/9/24,152.227646,155.528503,149.278931,151.181458,2780149595
2021/9/23,163.891281,165.768326,142.441315,152.231735,3002639992
2021/9/22,161.493057,164.515549,157.520752,163.818344,2168287266
2021/9/21,148.241119,161.900757,145.773071,161.412003,2470322802
2021/9/20,157.212692,162.047729,145.474762,148.389877,2676739911
2021/9/19,175.752609,175.905273,154.104187,156.46402,3091999618
2021/9/18,181.248032,181.476456,173.23143,175.740601,2265327476
2021/9/17,179.832581,184.870987,178.506744,181.308868,2288894200
2021/9/16,185.398529,190.089325,178.464783,179.684082,3490133355
2021/9/15,189.029327,194.789856,181.858795,185.538071,3890293445
2021/9/14,183.046188,191.498032,180.042465,189.23941,2966645617
2021/9/13,179.553421,187.593826,176.499969,183.139069,3674072759
2021/9/12,183.242447,233.056854,171.38385,179.483948,8716460338
2021/9/11,178.684616,185.933121,175.573944,183.234482,2524354411
2021/9/10,174.308334,185.777481,173.755142,178.688568,2374798275
2021/9/9,180.448349,187.129013,171.559402,174.296036,2640894542
2021/9/8,177.909744,188.457855,177.240616,180.376801,2895886861
2021/9/7,178.075943,188.201233,170.004044,179.72467,4614459511
2021/9/6,219.524597,221.431915,165.842865,178.114395,4888577997
2021/9/5,232.101456,232.101456,216.673218,219.525772,3846416196
2021/9/4,211.973526,231.955673,210.746582,231.333984,3796951481
2021/9/3,212.964844,225.110046,208.935715,212.358459,4290103830
2021/9/2,183.434875,217.517471,180.107056,212.965973,5461104943
2021/9/1,180.95639,187.886002,179.714478,183.617249,2648327451
2021/8/31,171.465179,182.715912,169.014618,180.972168,2807031001
2021/8/30,167.504593,175.238907,166.140594,171.659225,2252832552
2021/8/29,174.630814,176.103989,167.079086,167.424667,2322318232
2021/8/28,175.527191,182.303207,173.502045,174.704224,2336929993
2021/8/27,176.12883,177.006363,171.775116,175.454086,2197632103
2021/8/26,167.987854,175.984406,165.398911,175.984406,2747733541
2021/8/25,177.890701,180.217728,166.03241,168.085587,1967737081
2021/8/24,173.709732,178.954178,169.924133,177.603226,1766315141
2021/8/23,187.304749,188.330139,172.782028,173.576813,1968635010
2021/8/22,186.132385,191.38266,183.935257,187.10643,2033355063
2021/8/21,179.90741,189.588257,179.14827,186.313095,2051815458
2021/8/20,183.651459,184.413818,177.052505,179.736145,1735474978
2021/8/19,175.432495,184.081558,174.36702,183.628525,1821956870
2021/8/18,167.043762,175.542938,162.986694,175.493408,1886756817
2021/8/17,168.673431,174.309662,163.58017,167.396606,1933140312
2021/8/16,178.152649,184.220932,168.340576,168.842636,2207382233
2021/8/15,184.776001,188.837357,176.990463,178.854492,2512505149
2021/8/14,182.938919,186.367783,175.61293,184.904297,2463135987
2021/8/13,183.382401,184.938721,175.778625,182.711273,2425228534
2021/8/12,165.51178,184.303986,164.282898,183.286087,2604958786
2021/8/11,170.879288,179.570526,161.107056,165.131027,2386820701
2021/8/10,165.408691,176.018814,164.40506,170.935944,2419719473
2021/8/9,166.467728,168.173859,159.079254,165.460419,2379906344
2021/8/8,149.818512,170.386002,145.444229,166.516357,2544061454
2021/8/7,155.958954,157.438446,147.365417,149.847733,1780747563
2021/8/6,147.898758,156.338425,147.30452,155.864777,2107022706
2021/8/5,143.548004,150.555573,142.004318,147.800949,1830070393
2021/8/4,142.627914,145.004059,136.484573,143.435974,1601656842
2021/8/3,138.486313,144.43251,135.994553,142.623047,1391008967
2021/8/2,141.468506,143.141998,136.130859,138.290848,1337812400
2021/8/1,140.542435,145.86026,139.091553,141.505508,1446142148
2021/7/31,144.509857,149.697403,138.771866,140.735535,1520253711
2021/7/30,145.654297,146.598694,142.050934,144.933212,1337306944
2021/7/29,141.47171,145.795181,136.220123,145.775024,1614166297
2021/7/28,140.299164,142.804916,137.146255,141.321289,1579482162
2021/7/27,134.767212,141.895096,132.920883,139.836609,1844085027
2021/7/26,131.232895,134.946854,127.620148,134.617874,1709997405
2021/7/25,127.651413,140.268585,127.192085,131.362488,2122247682
2021/7/24,126.115936,128.014297,123.868317,127.597977,1152966295
2021/7/23,124.218475,127.743477,123.616692,126.188675,1149988053
2021/7/22,120.742012,124.468025,117.286873,124.249413,1105582289
2021/7/21,117.6325,121.907784,115.816589,120.735794,1244645331
2021/7/20,107.334213,118.858376,105.371269,117.459892,1535044626
2021/7/19,113.240372,114.938248,104.32589,107.399483,1447927552
2021/7/18,119.384407,120.73291,111.985687,113.164803,1252109735
2021/7/17,120.080811,123.982391,117.390495,119.512016,1339676386
2021/7/16,120.943443,122.893616,118.078682,120.027077,1380666904
2021/7/15,125.628967,127.783455,120.769066,121.041054,1434977465
2021/7/14,131.132385,133.017075,122.336098,125.491562,1512389053
2021/7/13,131.399017,132.311783,124.233513,131.062607,1509497526
2021/7/12,133.483734,134.523941,129.733444,131.321808,1326935445
2021/7/11,134.291245,139.665268,132.155029,133.538132,1658972857
2021/7/10,133.981262,136.445724,132.2453,134.245834,1267259648
2021/7/9,134.651337,136.724808,130.922501,133.987289,1301165252
2021/7/8,132.17012,135.733536,126.361649,134.571594,1578256301
2021/7/7,137.518265,137.672226,128.44664,132.308502,1654154836
2021/7/6,138.960159,142.900574,137.183868,137.371216,1594183502
2021/7/5,137.951675,142.703568,135.924835,138.985641,1504907480
2021/7/4,144.849335,144.849335,134.960266,138.073242,1338245545
2021/7/3,140.317993,147.83606,137.09642,144.905853,1431656519
2021/7/2,136.930588,141.356018,134.945282,140.279694,1236493834
2021/7/1,137.299271,138.787704,130.935471,136.943695,1418980649
2021/6/30,144.136642,144.136642,134.406021,137.57753,1681324823
2021/6/29,144.050446,146.67157,136.429321,144.135834,1889869747
2021/6/28,137.613098,149.096283,137.423492,143.702911,2182136698
2021/6/27,132.592697,139.474335,130.304153,137.37085,1877529989
2021/6/26,126.893791,132.476059,125.090523,132.347885,1804264433
2021/6/25,125.393433,129.304077,119.0298,126.657257,2064657166
2021/6/24,134.596222,138.11972,124.581169,125.687744,1912813174
2021/6/23,129.060806,137.175537,123.959793,134.484604,1897169523
2021/6/22,119.675308,133.59462,115.958382,128.674988,2863227875
2021/6/21,124.595276,132.623322,105.566292,119.602684,3728601207
2021/6/20,154.971985,155.493225,124.249268,124.786461,2929287425
2021/6/19,153.01445,156.239182,144.315338,155.09259,1958671063
2021/6/18,156.554199,160.827362,152.937836,153.295456,1718599931
2021/6/17,167.234039,167.378906,152.005493,156.355637,2163514007
2021/6/16,166.603317,173.251129,163.589203,167.055695,2010202177
2021/6/15,175.329391,177.201004,164.995682,166.458939,2211208641
2021/6/14,178.633728,181.048035,172.440735,178.659424,2459814443
2021/6/13,170.854401,180.000916,166.695389,172.949097,1960141206
2021/6/12,161.98259,171.519714,156.964615,170.930878,2041213335
2021/6/11,162.977036,164.257019,154.388992,162.014862,2207409008
2021/6/10,168.243973,173.488541,160.894699,162.880524,2518234370
2021/6/9,172.478577,174.520157,162.96489,168.203064,2639779895
2021/6/8,160.891312,173.045273,152.842133,172.138657,3251347235
2021/6/7,162.048981,164.477448,145.668198,161.161072,3333355082
2021/6/6,176.539307,182.239594,161.0728,161.732803,2497621711
2021/6/5,173.146652,180.021622,172.515121,176.639435,2250385468
2021/6/4,178.706223,185.433945,168.119095,173.028717,2626658227
2021/6/3,193.549042,193.549042,170.01918,178.872009,3123327190
2021/6/2,187.41008,197.68428,182.465225,193.086182,2854571398
2021/6/1,183.002991,191.244415,178.661163,187.263977,2808932742
2021/5/31,188.117554,193.004028,176.297211,182.980698,2965166592
2021/5/30,170.668884,188.158997,164.009384,188.033676,3347105582
2021/5/29,163.801666,180.260178,156.324417,170.978226,3015850344
2021/5/28,177.37822,188.606995,158.044388,163.808105,4442221955
2021/5/27,193.99054,198.486755,166.204758,177.320663,4842770593
2021/5/26,199.235184,208.463501,181.087341,193.121094,4104509375
2021/5/25,183.976318,204.089508,180.017197,199.224335,4409113332
2021/5/24,185.037491,194.124054,168.410751,183.497894,5221949811
2021/5/23,142.802643,184.143997,140.403778,183.994125,5615445186
2021/5/22,169.684509,176.455734,118.642441,143.519363,6847843143
2021/5/21,180.538742,184.374313,163.066498,169.594559,5184597505
2021/5/20,210.935974,219.234802,157.612,180.197037,6827729891
2021/5/19,186.866272,224.847672,167.640045,212.276138,8294595618
2021/5/18,294.605591,299.847595,151.17244,189.520172,11449368854
2021/5/17,281.103333,318.045074,279.411469,294.619324,7572089848
2021/5/16,296.092438,296.410553,262.73999,281.769318,6426443389
2021/5/15,299.817963,323.763794,280.370667,296.627045,5522282426
2021/5/14,326.397919,331.592621,297.590851,299.772522,5642887118
2021/5/13,317.517212,338.098053,308.707672,326.233856,6413801038
2021/5/12,310.102386,332.028473,292.28067,316.909332,9777636796
2021/5/11,377.670532,393.132477,303.084869,303.084869,8782996412
2021/5/10,359.258087,378.859131,345.298828,377.388794,8798204078
2021/5/9,387.869171,412.960144,339.138947,359.329315,13240769672
2021/5/8,347.090027,388.232788,335.173462,386.450775,9835832552
2021/5/7,345.296875,356.032867,334.975769,346.368744,6775459938
2021/5/6,354.506836,372.265411,333.995178,346.253571,11094872192
2021/5/5,356.022125,364.517609,323.705444,353.510345,10441211171
2021/5/4,305.177399,359.500153,301.451569,356.037079,13183539068
2021/5/3,294.774261,326.888672,275.464966,306.234497,11541253990
2021/5/2,269.008301,299.300537,268.728973,294.70401,5172505234
2021/5/1,276.960419,277.483459,265.335724,269.10437,3118501264
2021/4/30,271.14267,278.219421,266.631409,276.833527,3611805752
2021/4/29,255.450577,273.245026,252.887817,271.167084,3898872713
2021/4/28,258.576996,262.546967,249.293045,255.585266,3555940124
2021/4/27,259.790955,266.307495,248.507736,258.505157,4235575377
2021/4/26,247.578278,262.616119,243.995392,259.652283,4605576124
2021/4/25,223.987137,247.958694,221.910385,247.40593,4935577761
2021/4/24,224.921844,235.20607,212.286835,223.632858,3703413398
2021/4/23,241.457794,241.457794,221.283707,224.83577,4567973779
2021/4/22,253.104797,256.656189,212.028168,241.35878,9252716255
2021/4/21,258.059418,289.329193,241.301437,253.078354,9862940091
2021/4/20,261.067902,276.310242,251.684235,258.805603,7698253801
2021/4/19,261.280304,272.592438,235.673401,260.941345,9446199109
2021/4/18,273.645142,281.352539,251.514481,261.91922,9384818110
2021/4/17,304.647034,307.30426,238.337418,273.098816,13129808269
2021/4/16,309.556641,335.024536,300.613129,304.759918,13254117896
2021/4/15,286.28067,316.968597,267.473083,310.612732,11850832933
2021/4/14,279.341156,290.790527,267.177734,286.590607,6470712244
2021/4/13,267.232483,282.678314,256.762665,279.748413,8215124752
2021/4/12,244.712189,273.252716,244.670029,266.981476,6908471654
2021/4/11,253.17601,258.596619,241.104385,244.49437,5220366581
2021/4/10,256.921326,264.514282,246.412827,253.63446,6786514965
2021/4/9,221.716019,255.67598,220.200729,255.620193,6686630635
2021/4/8,227.022171,228.967148,220.109406,221.862366,3137324847
2021/4/7,219.846619,228.353668,218.084396,227.003021,4532286410
2021/4/6,237.561569,243.151276,212.226654,219.423676,8711169124
2021/4/5,221.614639,244.517471,217.633453,237.664902,9267495720
2021/4/4,204.047775,225.400848,200.928452,221.069046,4789647554
2021/4/3,197.109772,206.219879,195.534042,204.042908,2866830149
2021/4/2,213.159744,218.240234,197.14621,197.148209,4020429578
2021/4/1,204.053619,214.403564,202.50856,213.228394,4095228243
2021/3/31,197.524368,205.466995,195.942993,204.112518,3871809467
2021/3/30,196.68895,199.282684,189.491013,197.4991,3416343750
2021/3/29,194.470825,200.121155,191.152344,196.682098,3604665752
2021/3/28,185.01561,197.488892,183.475006,194.474777,3353971422
2021/3/27,184.824356,187.745636,181.670151,185.028488,2162823815
2021/3/26,184.267288,186.543945,179.11821,184.830444,2408040965
2021/3/25,173.022186,184.439072,172.742218,184.278671,3109769980
2021/3/24,177.586411,179.126724,169.636169,173.061188,3429325350
2021/3/23,187.339081,197.336945,175.84314,177.654953,4051272249
2021/3/22,187.069107,189.957901,182.694229,187.393967,3047428308
2021/3/21,196.429901,198.90126,186.617477,187.077835,3115325434
2021/3/20,200.813843,202.848618,193.49614,196.42775,2758761604
2021/3/19,201.033401,206.697708,200.177368,200.806427,2529075165
2021/3/18,200.499222,205.343719,196.953781,201.063721,2807932048
